Country,Jurisdiction,"Policy Category","Name of policy",Sector,"Energy Type",Stage,Mechanism,"Legislation and Endorsing Agency",Objectives,"Date of announcement","Date of entry info force",Currency,"Value committed","Value committed, USD","Value disbursed","Value disbursed, USD",Background,"Links to sources","Archived Links to sources"
Germany,national,"clean conditional","EV infrastracture and E-mobility and battery R&#038;D support",Mobility,"multiple energy types","energy use (all energy types, consumption in transport, household use, buildings etc)","budget or off-budget transfer (DT)","German Government","To expand EV charging infrastructure across the country and ensure the availability of EV charging stations in all regions of the country",03/06/2020,03/06/2020,EUR,2500000000,2853881279,0,0,"The government aims to expand EV charging infrastructure across the country and ensure the availability of EV charging stations in all regions of the country. All petrol stations will be required to offer EV charging points.","https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Schlaglichter/Konjunkturpaket/2020-06-03-eckpunktepapier.pdf?__blob=publicationFile&v=8 Accessed 4 June 2020","https://www.cleanenergywire.org/news/germany-gives-energy-transition-some-extra-boost-economic-stimulus-programme Accessed 4 June 2020"
Italy,national,"fossil unconditional","&#8220;Decreto Rilancio&#8221; &#8211; Economic recovery and investment plan &#8211; reduction of taxes on certain fuel products",Mobility,"oil and oil products","energy use (all energy types, consumption in transport, household use, buildings etc)","tax or royalty or govt fee break (GRF)","Italian government",,14/05/2020,01/01/2021,EUR,0,0,0,0,"As part of the wider Decreto Rilancio, the so-called ""safeguard clauses"" which automatically increase the rates of value added tax and those relating to excise duty on certain fuel products are eliminated, starting from 1 January 2021.","http://www.mef.gov.it/focus/Decreto-Rilancio-le-misure-per-rimettere-in-moto-il-Paese/#cont4 Accessed 11 June 2020",
Germany,national,"fossil conditional","Support for auto industry transformation (economic stimulus package)",Mobility,"oil and oil products","energy use (all energy types, consumption in transport, household use, buildings etc)","budget or off-budget transfer (DT)","German Government",,03/06/2020,03/06/2020,EUR,2000000000,2283105023,0,0,"The federal government will set up a 2020-2021 bonus program for future investments by vehicle manufacturers and the supply industry. Research and development in transformation-relevant innovations and new regional innovation clusters, especially in the supply industry, will be supported with 1 billion euros in 2020 and 2021. This policy is classified as benefitting oil and oil products since its oriented towards suppliers of parts of internal combustion engine.","https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Schlaglichter/Konjunkturpaket/2020-06-03-eckpunktepapier.pdf?__blob=publicationFile&v=9 Accessed 17 June 2020",
India,National,"fossil unconditional","Replacement of imported coal supply with domestic coal",Resources,coal,"exploration or production or processing or storage or transportation","new or extended regulation (IT)","Ministry of Coal",,14/05/2020,14/05/2020,INR,0,0,0,0,"Coal India Ltd (CIL), which accounts for over 80 per cent of the domestic fuel output, has been mandated by the government to replace at least 100 MT of imports with domestically-produced coal in the ongoing fiscal.","https://pib.gov.in/PressReleseDetail.aspx?PRID=1617419/ Accessed 8 July 2020","https://web.archive.org/web/20200520104713/, https://energy.economictimes.indiatimes.com/news/coal/cil-mandated-to-replace-at-least-100-mt-of-imports-with-domestic-coal-in-fy21/75735015"
Italy,national,"clean unconditional","&#8220;Decreto Rilancio&#8221; &#8211; Economy recovery and investment plan &#8211; tax deduction for thermal insulation refurbishment and PV installation",Buildings,"multiple energy types","several energy stages","tax or royalty or govt fee break (GRF)","Italian government","Primary: Increasing private investments in energy efficiency retrofits, photovoltaic systems and electric vehicles.",14/05/2020,,EUR,0,0,0,0,"This measure is part of a wider EUR 155 billion economic recovery package (Decreto Rilancio).Among the different measures envisaged, there is a tax deduction at 110% of the costs for the energy and/or seismic refurbishment with the possibility of transferring the relative tax credit. It applies to works for thermal insulation and other energy efficiency measures. The interventions also include those for the reduction of seismic risk (sismabonus) and related to the installation of photovoltaic systems and columns for charging electric vehicles. It is still not clear if the scheme will demand a specific energy efficency improvement/goal for the buildings to achieve. ","http://www.mef.gov.it/focus/Decreto-Rilancio-le-misure-per-rimettere-in-moto-il-Paese/#cont4 Accessed 11 June 2020","https://www.corteconti.it/Download?id=89684b0a-9c96-4e29-90f4-446858b94e9d Accessed 11 June 2020"
Italy,national,"fossil unconditional","Alitalia (national carrier) nationalisation",Mobility,"oil and oil products","energy use (all energy types, consumption in transport, household use, buildings etc)","equity injection or nationalisation (Hybrid)","Italian government","Primary: Improving the financial situation of Alitalia
Secondary: Protecting jobs",19/05/2020,,EUR,3000000000,3424657535,0,0,"Alitalia has undergone 3 failed restructuring attempts and has not been doing well financially, even before C-19. The objective of the nationalisation is to also protect jobs and the aim is to also focus on long haul flights.","http://www.governo.it/sites/new.governo.it/files/DL_20200520.pdf 
Accessed 13 May 2020","https://www.reuters.com/article/us-italy-alitalia-minister/italy-to-inject-3-billion-euros-in-new-alitalia-industry-minister-idUSKBN22J19P
Accessed 13 May 2020"
Germany,national,"clean conditional","Fleet exchange programme for social services, to promote &#8220;electromobility&#8221; in cities and support non-profit groups.",Mobility,"multiple energy types","energy use (all energy types, consumption in transport, household use, buildings etc)","budget or off-budget transfer (DT)","German Government","To promote electric mobility in urban traffic and support non-profit organisations in converting their fleets",03/06/2020,03/06/2020,EUR,200000000,228310503,0,0,"For social services, a ""Social & Mobile"" fleet exchange programme for 2020-2021 is being set up to promote electric mobility in urban traffic and support non-profit organisations in converting their fleets.","https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Schlaglichter/Konjunkturpaket/2020-06-03-eckpunktepapier.pdf?__blob=publicationFile&v=9 Accessed 17 June 2020",
Germany,national,"clean conditional","Equity injection into Deutsche Bahn to enable continued investment in railway modernisation, expansion, and electrification",Mobility,"multiple energy types","energy use (all energy types, consumption in transport, household use, buildings etc)","equity injection or nationalisation (Hybrid)","German Government","To enable continued investment in railway modernisation, expansion, and electrification,",03/06/2020,03/06/2020,EUR,5000000000,5707762558,0,0,"As part of the Climate Protection Programme 2030, the German government has already decided to invest an additional 1 billion euros per year in Deutsche Bahn from 2020 to 2030. This will enable Deutsche Bahn to invest additional capital in the modernisation, expansion, and electrification of the rail network and the railway system.  To be able to achieve this goal, and in view of the corona-related revenue shortfalls, the Federal Government will provide Deutsche Bahn with an additional equity capital of EUR 5 billion.","https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Schlaglichter/Konjunkturpaket/2020-06-03-eckpunktepapier.pdf?__blob=publicationFile&v=9 Accessed 17 June 2020",
Germany,national,"clean conditional","Bus and truck fleet modernization",Mobility,"multiple energy types","energy use (all energy types, consumption in transport, household use, buildings etc)","budget or off-budget transfer (DT)","German Government","To increase the demand for e-buses and make urban transport more environmentally friendly",03/06/2020,03/06/2020,EUR,1200000000,1369863014,0,0,"The federal government is investing in a ""Bus and Truck Fleet Modernization Program"", which is open to private and municipal operators alike to promote alternative drive systems. To increase the demand for e-buses and make urban transport more environmentally friendly, funding for e-buses and their charging infrastructure will also be increased for a limited period until the end of 2021.","https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Schlaglichter/Konjunkturpaket/2020-06-03-eckpunktepapier.pdf?__blob=publicationFile&v=9 Accessed 17 June 2020",
Germany,national,"fossil conditional","Support for accelerated conversion to more efficient types of aircraft",Mobility,"oil and oil products","energy use (all energy types, consumption in transport, household use, buildings etc)","budget or off-budget transfer (DT)","German Government","To support accelerated conversion to more efficient types of aircraft",03/06/2020,03/06/2020,EUR,1000000000,1141552512,0,0,"Modern aircraft of the latest design emits up to 30% less CO2 and noise. This policy is meant to support the accelerated conversion to the new types of aircraft.","https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Schlaglichter/Konjunkturpaket/2020-06-03-eckpunktepapier.pdf?__blob=publicationFile&v=9 Accessed 17 June 2020",
India,Subnational,"clean unconditional","9-hour free solar power for farmers","Power generation",solar,"energy use (all energy types, consumption in transport, household use, buildings etc)","new or extended regulation (IT)","Government of Andhra Pradesh",,15/06/2020,15/06/2020,INR,89000000000,1200998584,0,0,"The Government of Andhra Pradesh had promised 9 hours of free power during the daytime to farmers, this has been approved, allocating solar power to fulfill this supply requirement. The cabinet had previously approved solar power projects amounting to 10,000 MW capacity for this purpose. ",,"https://energy.economictimes.indiatimes.com/news/renewable/go-issued-promising-9-hr-power-to-farmers-solar-energy-to-be-tapped/76397415 Accessed 15 June 2020"
Germany,national,"fossil conditional","Modernisation fund for shipping, including traffic innovation and support for renewing government vessels.",Mobility,"oil and gas","several energy stages","budget or off-budget transfer (DT)","German Government","To strengthen, modernise, and digitise shipping as a climate-friendly means of transport",03/06/2020,03/06/2020,EUR,1000000000,1141552512,0,0,"This policy is meant to strengthen, modernise and digitise shipping as a climate-friendly means of transport. This includes, among other things, bank rehabilitation, modernisation of locks, replacement of vessels and digital test fields. The innovation support established by the Federal Government in the field of shipping, the Maritime Research Programme, the Land Electricity Support Programme, a new ""LNG refuelling vessels support programme"", a ""fleet renewal programme for government vessels,"" and a new ""Clean Ships Immediate Programme"" will be provided with an additional 1 billion euros for projects starting in 2020 and 2021.","https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Schlaglichter/Konjunkturpaket/2020-06-03-eckpunktepapier.pdf?__blob=publicationFile&v=9 Accessed 17 June 2020",
India,National,"fossil unconditional","Coal washing requirement for supply to TPPs removed",Resources,coal,"exploration or production or processing or storage or transportation","regulatory rollback or non-govt fee break or waiver (IT)","Ministry of Environment, Forest and Climate Change",,21/05/2020,21/05/2020,INR,0,0,0,0,"MoEFCC amended the Environment Protection Act to drop mandatory washing coal for supply to thermal power plants. The ministry is of the view that the requirement of maintaining an average ash content of 34% prompts industries to import, resulting in an outflow of foreign exchange. The ministry has instead directed thermal power plants to install the technology for handling ash content.","http://egazette.nic.in/WriteReadData/2020/219495.pdf Accessed 28 May 2020",
India,National,"other energy","Increased borrowing limited for states pegged to power sector reforms (Atma Nirbhar Bharat Abhiyan)","Power generation","non-applicable (non-energy measure)","electricity storage or transmission or distribution","loan (Hybrid)","Ministry of Finance in co-ordination with the Ministry of Power","To help states tackle financial burden of dealing with C-19 issues",17/05/2020,17/05/2020,INR,535000000000,7219485865,0,0,"Centre has permitted States to exceed their borrowing capacities upto additional net borrowing space of a cumulative 2% of gross state domestic product, or Rs 4.28 lakh crore in FY21, upon satisfying measurable targets in 4 sectors, of which one is power (total of 0.25% GDP state borrowing). 0.1% of GDP borrowing space is linked to reducing AT&C losses of discoms and also reducing the gap between average cost of supply and average revenue realisation (ACS-ARR gap). 0.15% is linked to implementation of Direct Benefit Transfer scheme atleast in one district by December 2020. ","https://www.pib.nic.in/PressReleseDetail.aspx?PRID=1624722 Accessed 20 May 2020","https://www.financialexpress.com/economy/hike-in-borrowing-limit-centre-issues-fresh-advisory-to-states-clarifies-on-riders/1964313/ Accessed 20 May 2020"
India,National,"fossil unconditional","Coal India Limited Investment Decision in Coal Transportation Infrastructure",Resources,coal,"exploration or production or processing or storage or transportation","budget or off-budget transfer (DT)","Ministry of Coal","Primary: To improve efficiency of the coal production system",16/05/2020,18/05/2020,INR,500000000000,6747183052,0,0,"The allocation is to develop India's coal transportation infrastructure and is a part of the broader plan to support higher domestic production of coal and curtail imports.","https://static.pib.gov.in/WriteReadData/userfiles/AatmaNirbhar%20Bharat%20Full%20Presentation%20Part%204%2016-5-2020.pdf  Accessed 18 May 2020","https://www.argusmedia.com/en/news/2106096-india-plans-coal-transportation-infrastructure-boost?backToResults=true&selectedMarket=Coal Accessed 18 May 2020"
India,National,"fossil unconditional","Rebates on Coal Extraction",Resources,coal,"exploration or production or processing or storage or transportation","tax or royalty or govt fee break (GRF)","Ministry of Coal / Ministry of Finance",,16/05/2020,18/05/2020,INR,0,0,0,0,"Stimulus package offers 50% rebate on revenue payable to the government for coal extraction projects that begin early production or exceed a scheduled target and a 20% reduction for coal gasification projects.","https://coal.nic.in/sites/upload_files/coal/files/curentnotices/PIB-Coal-20052020.pdf Accessed 18 May 2020","https://pib.gov.in/PressReleseDetailm.aspx?PRID=1624536 Accessed 18 May 2020"
India,National,"other energy","Liquidity boost for power distribution companies (Atma Nirbhar Bharat Abhiyan, Tranche 1)","Power generation","multiple energy types","electricity generation","budget or off-budget transfer (DT)","Ministry of Finance",,13/05/2020,13/05/2020,INR,900000000000,12144929492,200000000000,2698873221,"Distribution companies (DISCOMs) are facing cash-flow problems owing to the delayed payment measures offered to consumers and the overall fall in demand. DISCOMs have also not been able to offtake the cheapest sources of power owing to the Government's directive regarding prioritising certain sources of power, including renewables. This has led to a major strain on DISCOM finances.","https://web.archive.org/web/20200622141835/, https://pib.gov.in/Pressreleaseshare.aspx?PRID=1624496",https://pib.gov.in/PressReleseDetailm.aspx?PRID=1623601
India,National,"fossil unconditional","Free LPG cylinders under Pradhan Mantri Garib Kalyan Yojana to 80000000 beneficiaries of Pradhan Mantri Ujjwala Yojana","Multiple sectors","oil and oil products","energy use (all energy types, consumption in transport, household use, buildings etc)","underpricing of govt-owned goods & services (GRF)","Ministry of Petroleum and Natural Gas","To help consumers cope with the economic impacts of Covid-19",26/03/2020,01/04/2020,INR,130000000000,1754267594,97098600000,1310284057,"To provide a clean cooking solution, the government launched the PMUY which gave free LPG connections. So far over 80 million households have been connected via this programme. Due to the national lockdown to prevent the spread of C-19, many rural communities are facing economic hardships. To ease their burden, the government has announced 3 LPG cylinders for free between April-June, 2020 under the Pradhan Mantri Garib Kalyan Yojana. Each of these cylinders has 14.2 kg of LPG. The scheme was extended to September 2020 to ensure that the beneficiaries are able to avail the free cylinders.",https://pib.gov.in/PressReleasePage.aspx?PRID=1618345,"https://web.archive.org/web/20200515083215/, https://m.economictimes.com/industry/energy/oil-gas/ujjwala-beneficiaries-to-get-3-free-cylinders-till-june/articleshow/74831478.cms"
India,National,"fossil unconditional","Commercial Mining of Coal",Resources,coal,"exploration or production or processing or storage or transportation","new or extended regulation (IT)","Ministry of Coal",,12/03/2020,12/03/2020,INR,0,0,0,0,"The amendment opens up the coal mining sector to commercial mining by removing the coal end-use restriction (for captive consumption) on private parties. The aim of this amendment is to make cheaper and larger quantities of domestic coal available. It also removes some eligibility restrictions such as prior experience in the sector requirements. UPDATE: 41 coal blocks were listed for commercial auction on June 18th. ","https://pib.gov.in/PressReleasePage.aspx?PRID=1606090 Accessed on 9 July 2020","https://energy.economictimes.indiatimes.com/news/coal/unleashing-coal-41-mines-on-offer-for-commercial-extraction/76442521 Accessed on 9 July 2020"
India,National,"fossil conditional","Excise duty hiked on retail sale of gasoline and diesel",Resources,"oil and oil products","several energy stages","increased fossil fuel taxation","Ministry of Finance","Primary: To raise state finances to help with the tight fiscal situation",14/03/2020,14/03/2020,INR,0,0,0,0,"This policy allows the government to increase excise duty on petrol and diesel by Rs 2 per litre (petrol) and Rs 4 per litre (diesel) to meet unexpected expenses during Covid-19.
This was subsequently increased on May 6 by Rs 10 per litre for petrol and Rs 13 per litre for diesel",,"https://energy.economictimes.indiatimes.com/news/oil-and-gas/excise-duty-hike-on-petrol-diesel-govt-to-garner-rs-39000-crore/74633623 Accessed 6 April 2020 "
Indonesia,National,"clean conditional","Economic Recovery Program: Bailout for PT Kereta Api Indonesia (Railway SOE)",Mobility,"multiple energy types","energy use (all energy types, consumption in transport, household use, buildings etc)","budget or off-budget transfer (DT)","President Regulation (Act class) / Ministry of Finance","To avoid SOEs from going bankrupt. Interpretation of Indonesian SOE Act implies that SOEs are not allowed to be bankrupt",11/05/2020,11/05/2020,IDR,3500000000000,240018604,0,0,"The Government prepared 3 programs with total funds of IDR 152.15 trillion
The injection funds will be divided into three scenarios, namely in the form of state capital participation (PMN) worth IDR 25.27 trillion, compensation payment of IDR 94.23 trillion, and investment bailout IDR 32.65 trillion. This last scheme will be enjoyed by Garuda Indonesia (Airline SOE), KRAS, Bulog, KAI(Train SOE), PTPN, and Perumnas.
PLN (electricity SOE) is set to receive IDR 45.5 trillion in compensation payment and participation of state capital","The Government prepared 3 programs with total funds of IDR 152.15 trillion

The injection funds will be divided into three scenarios, namely in the form of state capital participation (PMN) worth IDR 25.27 trillion, compensation payment of IDR 94.23 trillion, and investment bailout IDR 32.65 trillion. This last scheme will be enjoyed by Garuda Indonesia (Airline SOE), KRAS, Bulog, KAI(Train SOE), PTPN, and Perumnas.

PLN (electricity SOE) is set to receive IDR 45.5 trillion in compensation payment and participation of state capital","https://market.bisnis.com/read/20200603/192/1247941/pemerintah-beri-insentif-rp5257-triliun-bagi-12-bumn-ini-daftarnya Accessed 21 June 2020"
Indonesia,National,"fossil unconditional","Economic Recovery Program: Compensation Payment for PT Pertamina (Oil &#038; Gas SOE)",Resources,"oil and gas","exploration or production or processing or storage or transportation","budget or off-budget transfer (DT)","President Regulation (Act class) / Ministry of Finance","To avoid SOEs from going bankrupt. Interpretation of Indonesian SOE Act implies that SOEs are not allowed to be bankrupt",11/05/2020,11/05/2020,IDR,37830000000000,2594258221,0,0,"The Government prepared 3 programs with total funds of IDR 152.15 trillion
The injection funds will be divided into three scenarios, namely in the form of state capital participation (PMN) worth IDR 25.27 trillion, compensation payment of IDR 94.23 trillion, and investment bailout IDR 32.65 trillion. This last scheme will be enjoyed by Garuda Indonesia (Airline SOE), KRAS, Bulog, KAI(Train SOE), PTPN, and Perumnas.
PLN (electricity SOE) is set to receive IDR 45.5 trillion in compensation payment and participation of state capital","https://peraturan.bpk.go.id/Home/Details/136615/pp-no-23-tahun-2020 Accessed 21 June 2020","https://www.indopremier.com/ipotnews/newsDetail.php?jdl=12+BUMN+Raih+Insentif+Fiskal%3A+GIAA+Terima+Rp8%2C5+Triliun%2C+KRAS+Rp3+Triliun&news_id=119490&group_news=IPOTNEWS Accessed 21 June 2020"
Indonesia,National,"fossil unconditional","Economic Recovery Program: Bailout for Garuda Indonesia (Airline SOE)",Mobility,"oil and oil products","energy use (all energy types, consumption in transport, household use, buildings etc)","budget or off-budget transfer (DT)","President Regulation (Act class) / Ministry of Finance","To avoid SOEs from going bankrupt. Interpretation of Indonesian SOE Act implies that SOEs are not allowed to be bankrupt",11/05/2020,11/05/2020,IDR,8500000000000,582902323,0,0,"The Government prepared 3 programs with total funds of IDR 152.15 trillion
The injection funds will be divided into three scenarios, namely in the form of state capital participation (PMN) worth IDR 25.27 trillion, compensation payment of IDR 94.23 trillion, and investment bailout IDR 32.65 trillion. This last scheme will be enjoyed by Garuda Indonesia (Airline SOE), KRAS, Bulog, KAI(Train SOE), PTPN, and Perumnas.
PLN (electricity SOE) is set to receive IDR 45.5 trillion in compensation payment and participation of state capital","https://peraturan.bpk.go.id/Home/Details/136615/pp-no-23-tahun-2020 Accessed 21 June 2020","https://www.indopremier.com/ipotnews/newsDetail.php?jdl=12+BUMN+Raih+Insentif+Fiskal%3A+GIAA+Terima+Rp8%2C5+Triliun%2C+KRAS+Rp3+Triliun&news_id=119490&group_news=IPOTNEWS Accessed 21 June 2020"
Indonesia,National,"fossil unconditional","Economic Recovery Program:Compensation Payment to PLN","Power generation","multiple fossil","several energy stages","budget or off-budget transfer (DT)","President Regulation (Act class) / Ministry of Finance","To avoid SOEs from going bankrupt. Interpretation of Indonesian SOE Act implies that SOEs are not allowed to be bankrupt",11/05/2020,11/05/2020,IDR,45500000000000,3120241846,0,0,"The Government prepared 3 programs with total funds of IDR 152.15 trillion
The injection funds will be divided into three scenarios, namely in the form of state capital participation (PMN) worth IDR 25.27 trillion, compensation payment of IDR 94.23 trillion, and investment bailout IDR 32.65 trillion. This last scheme will be enjoyed by Garuda Indonesia (Airline SOE), KRAS, Bulog, KAI(Train SOE), PTPN, and Perumnas.
PLN (electricity SOE) is set to receive IDR 45.5 trillion in compensation payment and participation of state capital","https://peraturan.bpk.go.id/Home/Details/136615/pp-no-23-tahun-2020 Accessed 21 June 2020",
Indonesia,National,"clean unconditional","Solar energy program as part of post Covid-19 recovery","Power generation",solar,"electricity generation","budget or off-budget transfer (DT)","Ministry of Energy",,19/05/2020,19/05/2020,IDR,0,0,0,0,"The plan is to subsidize rooftop solar plant installations in households. More details will follow.",,"https://www.medcom.id/ekonomi/bisnis/ObzMPE9N-pemerintah-siapkan-program-listrik-surya-nusantara Accessed 20 May 2020"
Indonesia,National,"clean unconditional","Suspension and elimination of Value Added Tax (VAT) and Income Tax for various RE Projects","Power generation","multiple renewable","electricity generation","tax or royalty or govt fee break (GRF)","Ministry of Energy",,22/04/2020,22/04/2020,IDR,0,0,0,0,"MEMR has identified the impact of COVID19-19 by issuing a number of policies to counter these negative effects. They are now focusing on a number of incentives and concessions on the renewable energy business in the COVID-19 affected areas.","https://www.esdm.go.id/id/media-center/arsip-berita/petakan-dampak-covid-19-di-bisnis-ebt-pemerintah-prioritaskan-proyek-padat-karya Accessed 19 May 2020",
Indonesia,National,"other energy","Subsidies  for the utilization of biodiesel-type biofuel","Other sector","biofuels and waste","energy use (all energy types, consumption in transport, household use, buildings etc)","budget or off-budget transfer (DT)","Ministry of Energy",,22/04/2020,22/04/2020,IDR,0,0,0,0,"MEMR has identified the impact of COVID-19 by issuing a number of policies to counter these negative effects. They are now focusing on a number of incentives and concessions on the renewable energy business in the COVID-19 affected areas.",,"https://www.esdm.go.id/id/media-center/arsip-berita/petakan-dampak-covid-19-di-bisnis-ebt-pemerintah-prioritaskan-proyek-padat-karya Accessed 19 May 2020"
Indonesia,National,"clean unconditional","Relaxation of Commercial Operation Date (COD) and the elimination of financial penalties to adjust the procurement mechanism of Independent Power Producer (IPP)","Power generation","multiple renewable","electricity generation","other hybrid support measures","Ministry of Energy",,22/04/2020,22/04/2020,IDR,0,0,0,0,"MEMR has identified the impact of COVID-19 by issuing a number of policies to counter these negative effects. They are now focusing on a number of incentives and concessions on the renewable energy business in the COVID-19 affected areas. This policy will be focused on accelerating the labour-intensive and decentralized RE projects, such as rooftop PV in government offices and cold storage, and off-grid micro-hydro and solar PV projects. 
 ","https://www.esdm.go.id/id/media-center/arsip-berita/petakan-dampak-covid-19-di-bisnis-ebt-pemerintah-prioritaskan-proyek-padat-karya Accessed 19 May 2020",
Indonesia,National,"clean unconditional","Suspension of loan installments and lowering interest rates for Renewable Energy projects.","Power generation","multiple renewable","electricity generation",uncategorized,"Ministry of Energy",,22/04/2020,22/04/2020,IDR,0,0,0,0,"Ministry of Energy and Mineral Resources has identified the impact of COVID-19 by issuing a number of policies to counter these negative effects. They are now focusing on a number of incentives and concessions on the renewable energy business in the Covid-19 affected areas.","https://www.esdm.go.id/id/media-center/arsip-berita/petakan-dampak-covid-19-di-bisnis-ebt-pemerintah-prioritaskan-proyek-padat-karya Accessed 19 May 2020",
Indonesia,National,"fossil unconditional","Industrial gas price reduction USD 0.06 / MMBTU",Resources,"gas and gas products","energy use (all energy types, consumption in transport, household use, buildings etc)","underpricing of govt-owned goods & services (GRF)","Ministry of Energy",,24/01/2020,24/01/2020,IDR,0,0,0,0,,"https://jdih.esdm.go.id/storage/document/PERMEN%20ESDM%20No%208%20Tahun%202020_SALINAN.pdf Accessed 29 April 2020",
Indonesia,National,"fossil unconditional","3 months electricity bill exemption for residential 450 VA customers and 50% discount for residential 900 VA customers","Other sector","multiple energy types","energy use (all energy types, consumption in transport, household use, buildings etc)","budget or off-budget transfer (DT)","President Regulation (Act class) Ministry of Finance, Ministry of Energy, and PLN",,05/04/2020,05/04/2020,IDR,3500000000000,240018604,0,0,"The facility is given to Indonesian poor since the electricity subsidy database matches the poverty database. This measure as classified as ""fossil unconditional"" because most of Indonesia's electricity comes from fossil fuels. ","https://www.cnbcindonesia.com/news/20200405125902-4-149854/mau-bebas-tagihan-pln-3-bulan-caranya-bisa-lewat-whatsapp Accessed 29 April 2020",
Indonesia,National,"other energy","Tax relaxation on international trade in relation to COVID19 &#038; Crisis that can harm national economy","Multiple sectors","multiple energy types","several energy stages","tax or royalty or govt fee break (GRF)","President Regulation (Act class) / Ministry of Finance",,31/03/2020,31/03/2020,IDR,0,0,0,0,"New customs facilities which give the authority to the Minister of Finance to provide customs facilities other than those stipulated in Article 25 paragraph 1 of the Customs Law.","https://www.pajak.go.id/sites/default/files/2020-04/Perpu%20Nomor%201%20Tahun%202020.pdf Accessed 29 April 2020","https://nasional.kontan.co.id/news/ini-5-insentif-dan-stimulus-perpajakan-yang-disiapkan-pemerintah-hadapi-covid-19?page=all Accessed 29 April 2020"
Indonesia,National,"other energy","Exemption of VAT and Income Tax","Multiple sectors","multiple energy types","several energy stages","tax or royalty or govt fee break (GRF)","President Regulation (Act class) / Ministry of Finance",,31/03/2020,31/03/2020,IDR,0,0,0,0,"VAT exemptions for items needed in handling the Covid-19 outbreak such as drugs, vaccines, laboratory equipment, detection equipment, PPE, equipment for patient care, and other supporting equipment. Whereas in the service sector, the government also provides VAT exemptions for services needed in handling the Covid-19 outbreak such as construction services, consulting services, engineering, and management, rental services, and other supporting services.","https://www.pajak.go.id/sites/default/files/2020-04/Perpu%20Nomor%201%20Tahun%202020.pdf Accessed 29 April 2020","https://nasional.kontan.co.id/news/ini-5-insentif-dan-stimulus-perpajakan-yang-disiapkan-pemerintah-hadapi-covid-19?page=all Accessed 29 April 2020"
Indonesia,National,"other energy","Deferral of Tax Payment (max. 6 months)","Multiple sectors","multiple energy types","several energy stages","tax or royalty or govt fee break (GRF)","President Regulation (Act class) / Ministry of Finance",,31/03/2020,31/03/2020,IDR,0,0,0,0,"Extension of the application period or completion of tax administration. In this case, the extension of the period of submission of objections by taxpayers is extended to a maximum of 6 months from 3 months to nine months. The extension of the settlement period by the Directorate General of Tax (DGT) is also extended to a maximum of six months for requests for restitution through examination and objection requests from 12 months to 18 months. Furthermore, requests for reduction or elimination of administrative sanctions from 6 months to 12 months.","https://www.pajak.go.id/sites/default/files/2020-04/Perpu%20Nomor%201%20Tahun%202020.pdf Accessed 29 April 2020","https://nasional.kontan.co.id/news/ini-5-insentif-dan-stimulus-perpajakan-yang-disiapkan-pemerintah-hadapi-covid-19?page=all Accessed 29 April 2020"
Indonesia,National,"other energy","Discount on  Corporate Income Tax for Public Company (3% discount)","Multiple sectors","multiple energy types","several energy stages","tax or royalty or govt fee break (GRF)","President Regulation (Act class) / Ministry of Finance",,31/03/2020,31/03/2020,IDR,0,0,0,0,"A reduction in the corporate income tax (PPh) from 25% to 22% for the 2020-2021 tax year. Followed by another reduction to 20% for the tax year 2021

There is an additional 3% discount for companies classified as issuers (40% public shares), so that the issuer's Corporate Income Tax becomes 19% in the tax year 2020-2021, and in 2022 it becomes 17%.","https://www.pajak.go.id/sites/default/files/2020-04/Perpu%20Nomor%201%20Tahun%202020.pdf Accessed 29 April 2020","https://nasional.kontan.co.id/news/ini-5-insentif-dan-stimulus-perpajakan-yang-disiapkan-pemerintah-hadapi-covid-19?page=all Accessed 29 April 2020"
"South Africa",National,"other energy","Access to Eskom, Sasol and Arcelor Mittal&#8217;s pollution records","Multiple sectors","multiple energy types","several energy stages","new or extended regulation (IT)","The Ministry of the Environment, Forestry and Fisheries","Increasing access to information. ",09/04/2020,09/04/2020,ZAR,0,0,0,0,"The Minister of the Environment, Forestry and Fisheries, Barbara Creecy has ordered her department to disclose future information about the GHG emissions of the country's biggest polluters. ",,"https://www.dailymaverick.co.za/article/2020-04-09-no-more-secrecy-says-creecy-ordering-disclosure-of-climate-gas-records-from-sas-big-polluters/ Accessed 18 May 2020"
"South Africa",National,"fossil unconditional","Lowered pollution standards for SO2 emitters","Multiple sectors","multiple energy types","several energy stages","other hybrid support measures","The Ministry of the Environment, Forestry and Fisheries",,14/05/2020,14/05/2020,ZAR,0,0,0,0,"The Minister of the Environment, Forestry and Fisheries, Barbara Creecy, published SO2 air pollution standards twice as low as previous standards at the start of the Covid-19 emergency lockdown.",,"https://www.iol.co.za/saturday-star/news/government-locks-sa-into-deadly-air-pollution-amid-covid-19-pandemic-45895850 Accessed 18 May 2020
, https://www.iol.co.za/saturday-star/news/government-locks-sa-into-deadly-air-pollution-amid-covid-19-pandemic-45895850 Accessed 18 May 2020"
